Reporting ID,Data Year,MapLot,BEUDO Category,Primary Property Type - Self Selected,All Property Uses,Property GFA - Self Reported (ft2),Reported Residential Units,Owner,Owner Line 2,ENERGY STAR Score,Electricity Use - Grid Purchase (kWh),Electricity Use - Grid Purchase (kBtu),Natural Gas Use (therms),Natural Gas Use (kBtu),Fuel Oil #1 Use (kBtu),Fuel Oil #2 Use (kBtu),Fuel Oil #4 Use (kBtu),Fuel Oil #5 & 6 Use (kBtu),Diesel #2 Use (kBtu),Kerosene Use (kBtu),District Chilled Water Use (kBtu),District Steam Use (kBtu),Electricity Use - Generated From Onsite Renewable Systems (kWh),Site Energy Use (kBtu),Weather Normalized Site Energy Use (kBtu),Site EUI (kBtu/ft2),Weather Normalized Site EUI (kBtu/ft2),Source Energy Use (kBtu),Weather Normalized Source Energy Use (kBtu),Source EUI (kBtu/ft2),Weather Normalized Source EUI (kBtu/ft2),Total GHG Emissions (Metric Tons CO2e),Total GHG Emissions Intensity (kgCO2e/ft2)
B1862,2021,119-94,Non-Residential,Mailing Center/Post Office,Mailing Center/Post Office (56000.0),56000,,UNITED STATES OF AMERICA,770 MASS AVE,,,,,,,,,,,,,,,,,,,,,,,,
B1863,2021,Oct-65,Non-Residential,,,119021,,CHARLES PARK OWNER LLC,,,878967.2,,,,,,,,,,,,,,,,,,,,,,
B1875,2021,71-57,Non-Residential,,,54000,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,10094.6,,,,,,,,,,,,,,,,,,,,,,
B1001,2021,92-118,Residential,Multifamily Housing,Multifamily Housing (56631.0),56631,51,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,OFFICE OF THE TREASURER,34,509100,1737049.3,8182,818200,,,,,,,,,,2555249.3,2588760.4,45.1,45.7,5722847.9,5816679,101.1,102.7,169.1,3
B1002,2021,92-119,Residential,Multifamily Housing,Multifamily Housing (243166.0),243166,142,"FOREST CITY ENTERPRISES, INC.",,98,953176.9,3252240.1,57089,5708900.2,,,,,,,,,,8961140.3,9383205.4,36.9,38.6,15100617.5,15265039.1,62.1,62.8,538.4,2.2
B1003,2021,68-74,Residential,Multifamily Housing,Multifamily Housing (239086.0),239086,203,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,% OFFICE OF THE TREASURER,49,1768248.7,6033265.2,55294,5529399.7,,,,,,,,,,11562665,12122937,48.4,50.7,22699012.4,23257008.9,94.9,97.3,730,3.1
B1004,2021,92-126,Residential,Multifamily Housing,Multifamily Housing (159108.0),159108,135,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,17,1638456.7,5590414.8,58534,5853400.3,,,,,,,,,,11443815.1,12059773.5,71.9,75.8,21799231.8,22542715,137,141.7,715.2,4.5
B1007,2021,121-114,Residential,Multifamily Housing,Multifamily Housing (50000.0),50000,65,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,58,559129,1907748.4,15670.9,1567090.6,,,,,,,,,,3474839,3572945.3,69.5,71.5,6987140.6,6946720.1,139.7,138.9,221.2,4.4
B1008,2021,182-86,Residential,Multifamily Housing,Multifamily Housing (26712.0),26712,58,"NOSTALGIA PROPERTIES, LLC,",,96,113538,387391.7,13383,1338297.9,,,,,,,,,,1725689.5,1826628.6,64.6,68.4,2489909.4,2561220.9,93.2,95.9,99.1,3.7
B1009,2021,257-60,Residential,Multifamily Housing,"Multifamily Housing (343624.0),Parking (96000.0)",343624,250,HURON TOWERS COMPANY,C/O FIRST REALTY MANAGEMENT CORP.,85,1390264.4,4743582.6,181855.5,18185551.6,,,,,,,,,,22929134.2,24204942,66.7,70.4,32376860.6,33280130.9,94.2,96.9,1309,3.8
B1010,2021,18-47,Residential,Multifamily Housing,Multifamily Housing (291742.0),291742,193,"FIRST STREET VENTURE, L.L.C.,",,73,2726976.7,9304445.5,23139.6,2313962.2,,,,,,,,,,11618407.7,11921947.7,39.8,40.9,28482107.7,28790218.9,97.6,98.7,795.8,2.7
B1011,2021,166-80,Residential,Multifamily Housing,Multifamily Housing (63208.0),63208,52,"LOWE, MARY KAY",B,34,798815.9,2725560.2,10576.4,1057639.8,,,,,,,,,,3783199.9,3942562.8,59.9,62.4,8742090.2,8947561.5,138.3,141.6,253.3,4
B1013,2021,173-48,Residential,Multifamily Housing,Multifamily Housing (27604.0),27604,35,"MILLER, TUCKER REED",,100,98913,337491.2,3738,373800,,,,,,,,,,711291.2,718983.2,25.8,26,1337465.3,1336197,48.5,48.4,44.3,1.6
B1059,2021,2.67E-291,Residential,Multifamily Housing,Multifamily Housing (109781.0),109781,98,HRI CONCORD HIGHLANDS LLC.,"C/O HOMEOWNERS REHAB, INC.",95,387220.6,1321196.9,13123.1,1312311.1,,,,,,,,,76830.6,2895654,2945882.4,26.4,26.8,5339423.9,5392163.7,48.6,49.1,165.2,1.5
B1060,2021,120-40,Residential,Multifamily Housing,Multifamily Housing (200000.0),200000,114,BAY SQUARE CONDOMINIUM,C/O SUI-CHI LIN C/O JUAN LIN,78,1277317.8,4358208.7,52466.5,5246651.5,,,,,,,,,,9604860.3,9783746.2,48,48.9,17711968.6,17899798.8,88.6,89.5,587.5,2.9
B1068,2021,"173-71, 173-101",Residential,Multifamily Housing,Multifamily Housing (15830.0),15830,19,"CAMBRIDGE REALTY LLC,",,,4061.7,13858.4,8768.8,876877.3,,,,,,,,,,890735.8,985777.9,56.3,62.3,959524.8,1059606.4,60.6,66.9,47.6,3
B1069,2021,"173-71, 173-101",Residential,Multifamily Housing,Multifamily Housing (3000.0),3000,3,1-3 CHARLES CHAUNCY LLC,,,316.5,1079.8,1661.8,166180.1,,,,,,,,,,167260,185253.2,55.8,61.8,177512.6,196427.6,59.2,65.5,8.9,3
B1078,2021,265D-52,Residential,Multifamily Housing,"Multifamily Housing (346530.0),Swimming Pool (0.0),Parking (111072.0),Other (1890.0)",348420,312,HART CAMBRIDGE LLC,"C/O HEITMAN CAPITAL MANAGEMENT LLC,",90,1836051.8,6264609.6,152196.9,15219690.9,,,,,,,,,,21484300.5,23108340.3,61.7,66.3,33521582.3,34898724.6,96.2,100.2,1261.4,3.6
B1083,2021,92-124,Residential,Multifamily Housing,Multifamily Housing (34000.0),34000,34,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,85,240250,819733,9638.8,963880.3,,,,,,,,,,1783613.3,1868325,52.5,55,3307326.8,3396274,97.3,99.9,109.3,3.2
B1086,2021,"173-71, 173-101",Residential,Multifamily Housing,Multifamily Housing (15830.0),15830,18,"CAMBRIDGE REALTY LLC,",C/O A MASS LIMITED LIABILITY COMPANY,,3049.3,10404.3,8768.8,876877.3,,,,,,,,,,887281.7,982282.9,56.1,62.1,949853.3,1049820.3,60,66.3,47.3,3
B1087,2021,"173-71, 173-101",Residential,Multifamily Housing,Multifamily Housing (15830.0),15830,16,"CAMBRIDGE REALTY LLC,",,,9071,30950.3,8768.8,876877.3,,,,,,,,,,907827.7,1003072.3,57.3,63.4,1007382.1,1108030.6,63.6,70,48.8,3.1
B1090,2021,267.1-276,Residential,Multifamily Housing,"Multifamily Housing (257670.0),Parking (77880.0)",257670,228,"CPC ALEWIFE, L.P",,100,1377453.9,4699873.2,33988,3398800.1,,,,,,,,,,8098673.2,8319693.1,31.4,32.3,16728385,16887949.4,64.9,65.5,520.4,2
B1099,2021,59-37,Residential,College/University,College/University (167923.0),167923,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,C/O MIT INVESTMENTS MANAGEMENT CO,,103027,351528.1,571,57100,,,,,,,,0,,408628.1,,2.4,,1044233.7,,6.2,,27.9,0.2
B1102,2021,1A-174,Residential,Multifamily Housing,"Multifamily Housing (476497.0),Parking (64000.0),Other (8700.0)",485197,355,PRII TWENTY20 LLC,C/O PRUDENTIAL REAL ESTATE INVESTORS,100,2217599.7,7566451.3,67874.1,6787407.7,,,,,,,,,,14353859,15018539.7,29.6,31,28312841.6,29010756.4,58.4,59.8,907.7,1.9
B1107,2021,"173-71, 173-101",Residential,Multifamily Housing,Multifamily Housing (47492.0),47492,56,"CAMBRIDGE REALTY LLC,",,,,,,,,,,,,,,,,,,,,,,,,0,0
B1111,2021,16-33,Residential,Multifamily Housing,Multifamily Housing (71561.0),71561,91,"AIMCO 270 THIRD STEET, LLC","C/O RYAN, LLC",81,540612.8,1844571.2,21011.6,2101163.7,,,,,,,,,,3945734.9,3945734.9,55.1,55.1,7371021.2,7371021.2,103,103,245,3.4
B1124,2021,267.4-316,Residential,Multifamily Housing,"Multifamily Housing (440187.0),Swimming Pool (0.0),Parking (110367.0)",440187,398,IMP WINDSOR AT CAMBRIDGE PARK LLC,C/O GID INVESTMENT ADVISERS LLC,97,2642789.7,9017199.4,71276,7127600.1,,,,,,,,,513880,16144799.5,16648067.9,36.7,37.8,32732138.5,33138091,74.4,75.3,1030.7,2.3
B1127,2021,7-113,Residential,Multifamily Housing,"Multifamily Housing,Parking",402277,392,BEHRINGER HARVARD 22 WATER STREET,,96,1247573.5,4256721.4,57744.7131,5774471.3,,,,,,,,,,10031192.7,10446559.1,24.9,26,17982014.7,18228298.8,44.7,45.3,608.3,1.5
B1129,2021,119-65,Residential,Multifamily Housing,Multifamily Housing (27409.0),27409,122,FRANKLIN STREET ASSOCIATES,% ALCOURT MANAGEMENT CORP,99,53606.6,182905.7,33298.9,3329893.6,,,,,,,,,,3512799.2,3894407.9,128.2,142.1,4008524.1,4409213.1,146.2,160.9,189.8,6.9
B1130,2021,267.4-176,Residential,Multifamily Housing,"Multifamily Housing (250995.0),Swimming Pool (0.0),Parking (75359.0)",250995,244,"CAMBRIDGE GF DEAL LP,",C/O SHERMAN & STERLING LLP,97,1537287.9,5245226.8,44471,4447099.9,,,,,,,,,,9692326.7,9985870.6,38.6,39.8,19356090,19531910.6,77.1,77.8,615.5,2.5
B1131,2021,172-61,Residential,Multifamily Housing,Multifamily Housing (80670.0),80670,98,"CHAUNCY COURT LLC,",C/O CHESTNUT HILL REALTY CORP,47,197651,674385.2,65210.4,6521042.4,,,,,,,,,,7195427.6,7925067.4,89.2,98.2,8735373,9501494.8,108.3,117.8,395.1,4.9
B1132,2021,48-154,Residential,Multifamily Housing,"Multifamily Housing (280000.0),Parking (12362.0)",280000,261,NEW ENGLAND MUTUAL LIFE,,87,2519720.7,8597288,19365,1936500.1,,,,,,,,,,10533788.1,10667806.1,37.6,38.1,26105731.4,26246450.3,93.2,93.7,724.6,2.6
B1133,2021,16-6,Residential,Multifamily Housing,Multifamily Housing (100000.0),100000,115,BENT ASSOCIATES LIMITED PARTNERSHIP,"C/O RYAN LLC,",99,544910.7,1859235.5,16035,1603500,,,,,,,,,,3462735.6,3497811.7,34.6,35,6889534.5,6761605.7,68.9,67.6,219.6,2.2
B1134,2021,1A-87,Residential,Multifamily Housing,Multifamily Housing (272185.0),272185,326,"RHAD, LLC",,93,1740741.9,5939411.9,29196.5,2919654.7,,,,,,,,,,8859066.6,8859066.6,32.5,32.5,19695990.8,19695990.8,72.4,72.4,584.6,2.1
B1138,2021,7-113,Residential,Multifamily Housing,"Multifamily Housing (402277.0),Parking (128283.0)",402277,392,BEHRINGER HARVARD 22 WATER STREET,,97,2701590.2,9217826.9,57899.6,5789965,,,,,,,,,,15007791.9,15537665.8,37.3,38.6,31889378.5,32445746.2,79.3,80.7,974.1,2.4
B1140,2021,130-144,Residential,Parking,Parking (107272.0),107272,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,127467.5,434919.1,,,,,,,,,,,,434919.1,447086.2,4.1,4.2,1217773.4,1251841.4,11.4,11.7,30.8,0.3
B1145,2021,156-26,Residential,College/University,Residence Hall/Dormitory (53044.0),53044,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,65,367897.4,1255266.2,34967.6,3496764.9,,,,,,,,,,4752031.2,5205921.3,89.6,98.1,7186348.6,7636637.1,135.5,144,274.7,5.2
B1146,2021,156-26,Residential,Residence Hall/Dormitory,Residence Hall/Dormitory (10761.0),10761,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,100,34835,118857,886.6,88662,,,,,,,,,,207519,207519,19.3,19.3,425894.8,425894.8,39.6,39.6,13.1,1.2
B1153,2021,136-37,Residential,Multifamily Housing,Multifamily Housing (84090.0),84090,97,PRESIDENT & FELLOWS OF HARVARD COLLEGE,C/O HARVARD REAL ESTATE INC.,82,251918.8,859547.2,43022.8,4302280,,,,,,,,,,5161827.2,5728866.3,61.4,68.1,6924126.1,7498046.7,82.3,89.2,289.4,3.4
B1179,2021,131-70,Residential,Residence Hall/Dormitory,Residence Hall/Dormitory (209979.0),209979,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"C/O HARVARD REAL ESTATE, INC.",82,800530.2,2731409.2,,,,,,,,,,12039389.9,,14770799.1,16379933.6,70.3,78,22131826.7,24067681.6,105.4,114.6,992.9,4.7
B1182,2021,167-97,Residential,Residence Hall/Dormitory,Residence Hall/Dormitory (73332.0),73332,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"C/O HARVARD REAL ESTATE, INC.",58,425061.8,1450310.9,49462.4,4946238.1,,,,,,,,,,6396549,6999608.7,87.2,95.5,9254420.6,9887633.3,126.2,134.8,365.5,5
B1183,2021,142-45,Residential,Multifamily Housing,Multifamily Housing (66293.0),66293,83,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"C/O HARVARD REAL ESTATE, INC.",90,261412.5,891939.4,24570,2457004,,,,,,,,,,3348943.4,3546264.9,50.5,53.5,5077284.7,5284472.2,76.6,79.7,193.7,2.9
B1187,2021,157-51,Residential,Multifamily Housing,Multifamily Housing (77455.0),77455,83,PRESIDENT & FELLOWS OF HARVARD COLLEGE,C/O HARVARD REAL ESTATE INC.,98,183820.8,627196.7,27000.5,2700050,,,,,,,,,,3327246.7,3608887.6,43,46.6,4591203.4,4870117.4,59.3,62.9,187.9,2.4
B1190,2021,161-76,Residential,Residence Hall/Dormitory,Residence Hall/Dormitory (216722.0),216722,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"C/O HARVARD REAL ESTATE, INC.",,1250558.7,4266906.8,2807.2,280722,,,,,,,3186529.6,8188390.3,,15922548.7,16287739.5,73.5,75.2,24992809.1,25532168.2,115.3,117.8,1028.9,4.7
B1195,2021,156-26,Residential,Residence Hall/Dormitory,Residence Hall/Dormitory (4600.0),4600,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,100,21352.5,72854.7,357.1,35708,,,,,,,,,,108562.7,109180.6,23.6,23.7,241486.6,242135.4,52.5,52.6,7.1,1.5
B1198,2021,132-157,Residential,Multifamily Housing,Multifamily Housing (211715.0),211715,262.06,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,99,950673.2,3243697.4,35923.5,3592353.1,,,,,,,,,,6836050.5,7163306.8,32.3,33.8,12854323.5,13071974.1,60.7,61.7,420.6,2
B1202,2021,156-26,Residential,Residence Hall/Dormitory,Residence Hall/Dormitory (2123.0),2123,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,10922.4,37267.2,168,16801,,,,,,,,,,54068.2,54358.6,25.5,25.6,121989.2,122294.2,57.5,57.6,3.5,1.7
B1203,2021,"213-2A, 212-29",Residential,Residence Hall/Dormitory,Residence Hall/Dormitory (251014.0),251014,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,1135747.2,3875170,100232.1,10023210.1,,,,,,,,,,13898380.1,14820083.3,55.4,59,21374846.5,22342634.9,85.2,89,806.9,3.2
B1219,2021,"132-152, 132-153",Residential,Multifamily Housing,Multifamily Housing (65035.0),65035,78.04,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"C/O HARVARD REAL ESTATE, INC.",19,573330.7,1956204.7,31908,3190804.1,,,,,,,,,,5147008.8,5481688.9,79.1,84.3,8827717.4,9108060.2,135.7,140,308.1,4.7
B1221,2021,130-144,Residential,Multifamily Housing,Multifamily Housing (450849.0),450849,492,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,70,2256587.3,7699476.9,2674.3,267431,,,,,,,,23422719.9,,31389627.7,33932056.6,69.6,75.3,50017832.3,53076478.7,110.9,117.7,2115,4.7
B1234,2021,"208-15, 208-16",Residential,Multifamily Housing,"K-12 School (13632.0),Multifamily Housing (168237.0),Parking (9233.0)",181869,229,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,95,514734.1,1756273,78638.7,7863873.8,,,,,,,,,,9620146.8,10652863.8,52.9,58.6,13174631.9,14258984.7,72.4,78.4,542.1,3
B1241,2021,160-30,Residential,Residence Hall/Dormitory,Residence Hall/Dormitory (58818.0),58818,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"C/O HARVARD REAL ESTATE, INC.",94,,,,,,,,,,,,2397530.1,,3265869.8,,55.5,,3674586.4,,62.5,,205,3.5
B1246,2021,170-35,Residential,College/University,College/University (76183.0),76183,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"C/O HARVARD REAL ESTATE, INC.",,334608.2,1141683.2,21779.8,2177979.2,,,,,,,,,,3319662.4,3564166.7,43.6,46.8,5483591.2,5740320.7,72,75.3,196.6,2.6
B1272,2021,"161-73, 132-137",Residential,Residence Hall/Dormitory,Residence Hall/Dormitory (220317.0),220317,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,1450590.8,4949416.3,1432,143202,,,,,,,1409582.1,15461610.1,,21963810.5,23669812,99.7,107.4,33892399.9,36023713,153.8,163.5,1459.2,6.6
B1278,2021,137-35,Residential,Multifamily Housing,Multifamily Housing (73171.0),73171,82,PRESIDENT & FELLOWS OF HARVARD COLLEGE,C/O HARVARD REAL ESTATE INC.,96,202995,692619,34304.8,3430478.9,,,,,,,,,,4123097.9,4466650.9,56.3,61,5541335.9,5888086.6,75.7,80.5,231.3,3.2
B1285,2021,134-1,Residential,College/University,College/University (96592.0),96592,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,C/O HARVARD REAL ESTATE INC.,,614260,2095855.3,37673.2,3767320.9,,,,,,,1211794.6,,,7074970.8,7274300.1,73.2,75.3,10926814.9,11230195.4,113.1,116.3,412.5,4.3
B1286,2021,131-65,Residential,Residence Hall/Dormitory,Residence Hall/Dormitory (189856.0),189856,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"C/O HARVARD REAL ESTATE, INC.",,1587413.7,5416256.2,19279.9,1927987,,,,,,,,7462409.7,,14806652.9,15661659,78,82.5,26167489.3,27170742.2,137.8,143.1,981.6,5.2
B1298,2021,161-85,Residential,Residence Hall/Dormitory,Residence Hall/Dormitory (220806.0),220806,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,1335229.2,4555802.5,3234.4,323445,,,,,,,,16249450.3,,21128697.8,23026763.4,95.7,104.3,32644620.8,34928071.7,147.8,158.2,1418.9,6.4
B1313,2021,76-116,Residential,Multifamily Housing,Multifamily Housing (81034.0),81034,45,"SQUIRRELWOOD LLC,",,100,117561.7,401120.6,27081.2,2708122.9,,,,,,,,,,3109243.5,4138014.3,38.4,51.1,3966666.8,6070773.3,49,74.9,172.3,2.1
B1316,2021,267F-392,Residential,Multifamily Housing,"Multifamily Housing (374241.0),Swimming Pool (0.0),Parking (10620.0)",374241,428,"FORT POINT INVESTMENTS, LLC",,83,3854699.6,13152236.5,2810.7,281069.3,,,,,,,,,,13433305.8,13473148.5,35.9,36,37121385,37163219.8,99.2,99.3,966,2.6
B1317,2021,16-34,Residential,Multifamily Housing,"Multifamily Housing (105566.0),Parking (0.0)",105566,136,AIMCO 50 ROGERS STREET LLC,,19,1056620,3605187.7,47693.2,4769319.2,,,,,,,,,,8374507,8842460.8,79.3,83.8,15102310.9,15593662.4,143.1,147.7,514,4.9
B1320,2021,1A-86,Residential,Multifamily Housing,Multifamily Housing (452573.0),452573,565,NORTH POINT APARTMENTS LIMITED PARTNERSH,"C/O AVALONBAY COMMUNITIES, INC",1,5633808.4,19222556.5,434228.8,43422877.6,,,,,,,,,,62645434,62645434,138.4,138.4,99417179.5,99417179.5,219.7,219.7,3696.5,8.2
B1350,2021,121-6,Residential,Multifamily Housing,"Multifamily Housing (41488.0),Parking (8774.0)",41488,53,MIT 1010 MASS AVE FEE OWNER LLC,,93,120753.6,412011.4,26868.5,2686851.8,,,,,,,,,,3098863.3,3391584.3,74.7,81.7,3974826.5,4282183.5,95.8,103.2,172.5,4.2
B1362,2021,265D-58,Residential,Multifamily Housing,Multifamily Housing (N/A),374238,,50 CP DEVELOPMENT LIMITED PARTNERSHIP,,,,,,,,,,,,,,,,,,,,,,,,0,
B1363,2021,267.4-320,Residential,Multifamily Housing,"Multifamily Housing (546321.0),Parking (189311.0)",546321,213,130 CPD APARTMENTS LIMITED PARTNESHIP,,100,509771.5,1739340.7,10237.9,1023791.4,,,,,,,,,,2763132.1,2926551.4,5.1,5.4,5945135,6161266.5,10.9,11.3,180.2,0.3
B1384,2021,116-83,Residential,Multifamily Housing,Multifamily Housing (75000.0),75000,60,"CHRISTIAN, ROBERT COOPER",,93,130239.8,444378.4,38287,3828699.9,,,,,,,,,,4273078.3,4693636,57,62.6,5264394.3,5705979.9,70.2,76.1,234.8,3.1
B1395,2021,52A-19,Residential,College/University,College/University (18643.0),18643,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,167458,571366.7,,,,,,,,,617484,2099051.8,,3287902.4,3548833.4,176.4,190.4,4686982.7,5007624.3,251.4,268.6,212.4,11.4
B1400,2021,60-6,Residential,College/University,College/University (171141.0),171141,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,939172.9,3204458.3,,,,,,,,,,3361110.1,,6565568.4,6969272.2,38.4,40.7,13016036.8,13501709,76.1,78.9,450.2,2.6
B1403,2021,60-6,Residential,College/University,College/University (114930.0),114930,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,877139.9,2992801.6,,,,,,,,,,1498470,,4491271.6,4408689.6,39.1,38.4,10182565.5,9951336,88.6,86.6,311.5,2.7
B1408,2021,68-34,Residential,College/University,College/University (132530.0),132530,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,C/O MIT INVESTMENTS MANAGEMENT CO,,877919.9,2995463.1,84314,8431400.3,,,,,,,,,,11426863.4,12123402.4,86.2,91.5,17240266.9,18045975.8,130.1,136.2,660.1,5
B1416,2021,66-152,Residential,Multifamily Housing,Multifamily Housing (96431.0),96431,89.71,"SIDNEY GROVE LLC,",C/O NATIONAL DEVELOPMENT,93,506723.9,1728942.3,12688,1268800,,,,,,,,,,2997742.3,3089957.8,31.1,32,6173278.5,6270104.7,64,65,189.9,2
B1417,2021,172-65,Residential,Other,Other (57738.0),57738,,Condo Building - Multiple Owners,,,,,,,,,,,,,,,,,,,,,,,,0,0
B1418,2021,132-153,Residential,,,,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,,,,,,,,,,,,,,,,,,,,,,,
B1426,2021,92-130,Residential,Multifamily Housing,Multifamily Housing (9118.0),9118,9,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,21608,73726.5,5247.5,524745.7,,,,,,,,,14073.8,73726.5,73726.5,8.1,8.1,206434.2,206434.2,22.6,22.6,5.3,0.6
B1428,2021,17-Dec,Residential,Multifamily Housing,"Multifamily Housing (400000.0),Parking (150000.0),Swimming Pool (0.0)",400000,205,ESPLANADE CONDO ASSOC,,25,3179998.7,10850156.9,258384,25838400.8,,,,,,,,,,36688557.7,36498815.8,91.7,91.2,57510760.2,56979482.9,143.8,142.4,2141.2,5.4
B1434,2021,140-134,Residential,Outpatient Rehabilitation/Physical Therapy,"Hospital (General Medical & Surgical) (157631.0),Outpatient Rehabilitation/Physical Therapy (194991.0)",352622,,SPAULDING HOSPITAL-CAMBRIDGE,,,5422842.3,18502740.2,335310.1,33531005.2,,,,,,,,,,52033745.4,53308966.2,147.6,151.2,87015228.1,87158735.1,246.8,247.2,3091.9,8.8
B1440,2021,255-100,Residential,Multifamily Housing,Multifamily Housing (200633.0),200633,153,CAMBRIDGE HOUSING AUTHORITY,,65,711184.9,2426563.2,137132,13713199.9,,,,,,,,,,16139763.1,17285413.6,80.4,86.2,21193236.9,22270847.6,105.6,111,900.3,4.5
B1441,2021,209-52,Residential,Multifamily Housing,Multifamily Housing (94360.0),94360,66,"EPSTEIN, GAIL L.",,55,178640,609519.6,54837,5483699.8,,,,,,,,,,6093219.5,6820315,64.6,72.3,7464539.8,8202309,79.1,86.9,335.3,3.6
B1442,2021,90-183,Residential,Multifamily Housing,Multifamily Housing (50038.0),50038,69,CAMBRIDGE HOUSING AUTHORITY,,18,459698.9,1568492.9,37569,3756899.9,,,,,,,,,,5325392.8,5676470.7,106.4,113.4,8336525,8627690.5,166.6,172.4,310.7,6.2
B1443,2021,104-130,Residential,Multifamily Housing,Multifamily Housing (72970.0),72970,69,CAMBRIDGE HOUSING AUTHORITY,,78,235669,804102.6,38883,3888300,,,,,,,,,,4692402.6,5054666.3,64.3,69.3,6334202.3,6714579.2,86.8,92,263.5,3.6
B1444,2021,184-197,Residential,Multifamily Housing,Multifamily Housing (128927.0),128927,198,CAMBRIDGE HOUSING AUTHORITY,,70,927809.9,3165687.6,64589,6458899.7,,,,,,,,,0,9624587.4,10301737.2,74.7,79.9,15645770.1,16356777.4,121.4,126.9,567.4,4.4
B1445,2021,35-100,Residential,Multifamily Housing,Multifamily Housing (182387.0),182387,303,"MILLERS RIVER HOLDING LLC,",,66,2085239.6,7114838.4,36779,3677900.1,,,,,,,,,,10792738.5,11338607.9,59.2,62.2,23783342.5,24637277.1,130.4,135.1,699.4,3.8
B1446,2021,"268A-52, 268A-48, 268A-49, 268A-50, 268A-51",Residential,Multifamily Housing,Multifamily Housing (207765.0),207765,175,CAMBRIDGE HOUSING AUTHORITY,,91,595754.9,2032716.1,109541,10954100.4,,,,,,,,,89171,12986816.5,14147584.9,62.5,68.1,17193410.5,18412217.3,82.8,88.6,725.8,3.5
B1447,2021,97-130,Residential,Multifamily Housing,Multifamily Housing,124302,180,"LYNDON B. JOHNSON APARTMENTS, LLC.",,91,709708.9,2421527.1,46416,4641599.7,,,,,,,,,94329.6,7063126.8,7291913.2,56.8,58.7,11653955.5,11611162.9,93.8,93.4,418.1,3.4
B1450,2021,1A-171,Residential,Multifamily Housing,Multifamily Housing (309535.0),309535,230,SIERRA PLUS TANGO LLC,,78,2009841.7,6857580.6,72817.6,7281762.2,,,,,,,,,,14139342.8,14768703.7,45.7,47.7,26847076,27411498.9,86.7,88.6,882.7,2.9
B1453,2021,106-125,Residential,Multifamily Housing,"Multifamily Housing (119854.0),Parking (23059.0)",119854,85,"EQR-CHURCH CORNER, L.L.C.",EQR-RE TAX DEPARTMENT,96,420285.9,1434015.8,57040,5704000,,,,,462.3,,,,,7138478.2,7565838.2,59.6,63.1,10004911.3,10274815.3,83.5,85.7,404.6,3.4
B1455,2021,116-98,Residential,Multifamily Housing,"Multifamily Housing (120066.0),Parking (29990.0)",120066,127,"GPT-929 HOUSE, LLC.",EQR-R.E TAX DEPARTMENT,85,1140133,3890134.2,11585,1158500,,,,,,,,,,5048634.2,5335893.6,42,44.4,12108800.8,12836790.4,100.9,106.9,337.2,2.8
B1456,2021,268B-47,Residential,Multifamily Housing,Multifamily Housing (249723.0),249723,252,RINDGE ASSOCIATES,,52,1156779.8,3946933.3,207488.7,20748874,,,,,,,,,,24695807.3,26305823.7,98.9,105.3,32837730.9,34528248.1,131.5,138.3,1381.7,5.5
B1462,2021,1A-109,Residential,Multifamily Housing,"Multifamily Housing (525000.0),Swimming Pool (0.0),Parking (144500.0)",525000,428,"REGATTA RIVERVIEW, LLC",,90,3618435.4,12346103.2,128623.7,12862373.8,,,,,,,,,,25208477,26699599.1,48,50.9,48074581.4,49652099.5,91.6,94.6,1557.9,3
